refset;algorithm;variation;binary;expression;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi;DT;outgoing;normal;no expression;500;0,537084097;128;137;109;60,68345361;0,543456497;61;137;137;137;1,554744526;2
farashi;DT;outgoing;normal;no expression;1000;0,503519824;164;176;139;60,8885571;0,494562001;62;176;176;176;1,772727273;2
farashi;DT;outgoing;normal;no expression;2000;0,475083058;182;196;155;61,71715335;0,506845132;60;189;196;196;2,020408163;2
farashi;DT;outgoing;normal;no expression;depict;;79;79;75;67,54138267;0,765317383;66;79;79;79;1,164556962;1
farashi;DT;outgoing;binary;diff expression;25;;29;30;22;62,45614035;0,833908046;28;30;30;30;1,066666667;1
farashi;DT;outgoing;binary;diff expression;50;;42;43;34;57,49694002;0,703373016;37;43;43;43;1,139534884;1
farashi;DT;outgoing;binary;diff expression;100;0,44643887;50;51;42;52,21033868;0,502507937;31;51;51;51;1,392156863;1
farashi;DT;outgoing;binary;diff expression;500;0,517995061;128;137;109;59,62655859;0,5093116;58;137;137;137;1,591240876;2
farashi;DT;outgoing;binary;diff expression;1000;0,476988157;164;176;139;55,27823143;0,481461145;48;175;176;176;1,801136364;2
farashi;DT;outgoing;binary;diff expression;2000;0,471534925;182;196;155;55,21919223;0,492717033;40;194;196;196;1,928571429;2
farashi;DT;outgoing;binary;diff expression;depict;;79;79;75;64,60077897;0,771250058;65;79;79;79;1,17721519;1
farashi;DT;outgoing;binary;no expression;25;;29;30;22;54,8245614;0,773563218;25;30;30;30;1,166666667;1
farashi;DT;outgoing;binary;no expression;50;;42;43;34;64,93268054;0,751984127;40;43;43;43;1,069767442;1
farashi;DT;outgoing;binary;no expression;100;0,491418365;50;51;42;56,68449198;0,56118254;32;51;51;51;1,392156863;1
farashi;DT;outgoing;binary;no expression;500;0,499327209;128;137;109;61,9719402;0,525552367;59;134;137;137;1,773722628;2
farashi;DT;outgoing;binary;no expression;1000;0,495279424;164;176;139;61,87672539;0,482144749;39;159;176;176;2,255681818;2
farashi;DT;outgoing;binary;no expression;2000;0,458516469;182;196;155;61,61959422;0,488664262;28;145;191;196;2,760204082;2
farashi;DT;outgoing;binary;no expression;depict;;79;79;75;62,98442064;0,726527797;62;79;79;79;1,215189873;1
farashi;KNN1;combo;normal;diff expression;25;;30;31;23;70,16129032;0,855555556;28;31;31;31;1,096774194;1
farashi;KNN1;combo;normal;diff expression;50;;45;46;37;58,63844394;0,676388889;37;46;46;46;1,195652174;1
farashi;KNN1;combo;normal;diff expression;100;0,494585208;54;55;46;67,17391304;0,683024691;44;55;55;55;1,2;1
farashi;KNN1;combo;normal;diff expression;500;0,52159789;135;144;116;59,79463755;0,526343337;65;144;144;144;1,548611111;2
farashi;KNN1;combo;normal;diff expression;1000;0,521745499;173;185;148;58,63580166;0,515531239;65;185;185;185;1,648648649;2
farashi;KNN1;combo;normal;diff expression;2000;0,488654019;194;208;167;57,6010638;0,502642795;71;208;208;208;1,658653846;2
farashi;KNN1;combo;normal;diff expression;depict;;87;87;83;67,34132934;0,753136098;68;87;87;87;1,218390805;1
farashi;KNN1;combo;normal;no expression;25;;30;31;23;72,4340176;0,847222222;28;31;31;31;1,096774194;1
farashi;KNN1;combo;normal;no expression;50;;45;46;37;63,02440885;0,687037037;37;46;46;46;1,195652174;1
farashi;KNN1;combo;normal;no expression;100;0,464378378;54;55;46;58,63636364;0,595061728;37;55;55;55;1,327272727;1
farashi;KNN1;combo;normal;no expression;500;0,520069382;135;144;116;56,14230541;0,48608769;52;144;144;144;1,638888889;2
farashi;KNN1;combo;normal;no expression;1000;0,540650183;173;185;148;60,27600307;0,53126236;74;185;185;185;1,6;2
farashi;KNN1;combo;normal;no expression;2000;0,475838143;194;208;167;57,67261705;0,498815532;68;208;208;208;1,673076923;2
farashi;KNN1;combo;normal;no expression;depict;;87;87;83;64,90326265;0,738165778;67;87;87;87;1,229885057;1
farashi;KNN1;combo;binary;diff expression;25;;30;31;23;56,8914956;0,763888889;24;31;31;31;1,225806452;1
farashi;KNN1;combo;binary;diff expression;50;;45;46;37;59,51563692;0,685648148;37;46;46;46;1,195652174;1
farashi;KNN1;combo;binary;diff expression;100;0,50542611;54;55;46;55,19104084;0,564891975;36;55;55;55;1,345454545;1
farashi;KNN1;combo;binary;diff expression;500;0,510202247;135;144;116;60,98670529;0,508193197;71;144;144;144;1,506944444;2
farashi;KNN1;combo;binary;diff expression;1000;0,511236223;173;185;148;59,46981993;0,502913511;80;185;185;185;1,567567568;2
farashi;KNN1;combo;binary;diff expression;2000;0,46241682;194;208;167;55,60573493;0,488803473;76;208;208;208;1,634615385;2
farashi;KNN1;combo;binary;diff expression;depict;;87;87;83;70,40051403;0,760769763;69;87;87;87;1,206896552;1
farashi;KNN1;combo;binary;no expression;25;;30;31;23;66,27565982;0,805555556;27;31;31;31;1,129032258;1
farashi;KNN1;combo;binary;no expression;50;;45;46;37;56,04500381;0,622222222;33;46;46;46;1,282608696;1
farashi;KNN1;combo;binary;no expression;100;0,379870837;54;55;46;53,73517787;0,561805556;34;55;55;55;1,381818182;1
farashi;KNN1;combo;binary;no expression;500;0,539315936;135;144;116;62,73767083;0,537807209;68;144;144;144;1,527777778;2
farashi;KNN1;combo;binary;no expression;1000;0,516966709;173;185;148;62,82419655;0,519319419;90;185;185;185;1,513513514;2
farashi;KNN1;combo;binary;no expression;2000;0,473359061;194;208;167;60,97270496;0,522133242;90;208;208;208;1,567307692;2
farashi;KNN1;combo;binary;no expression;depict;;87;87;83;65,55650746;0,752500711;73;87;87;87;1,16091954;1
farashi;KNN1;incoming;normal;diff expression;25;;25;26;18;60,8974359;0,816666667;23;26;26;26;1,115384615;1
farashi;KNN1;incoming;normal;diff expression;50;;39;40;31;69,16666667;0,775030525;34;40;40;40;1,15;1
farashi;KNN1;incoming;normal;diff expression;100;;45;46;37;59,92828328;0,621426166;30;46;46;46;1,347826087;1
farashi;KNN1;incoming;normal;diff expression;500;0,533421015;121;130;103;61,49691358;0,506433592;65;130;130;130;1,5;1,5
farashi;KNN1;incoming;normal;diff expression;1000;0,483928023;159;170;134;57,57352941;0,499924413;64;170;170;170;1,623529412;2
farashi;KNN1;incoming;normal;diff expression;2000;0,467907847;180;192;152;55,12211459;0,48284521;60;192;192;192;1,6875;2
farashi;KNN1;incoming;normal;diff expression;depict;;79;79;75;64,96736551;0,773476413;65;79;79;79;1,17721519;1
farashi;KNN1;incoming;normal;no expression;25;;25;26;18;66,45299145;0,84;23;26;26;26;1,115384615;1
farashi;KNN1;incoming;normal;no expression;50;;39;40;31;60,13888889;0,730921856;33;40;40;40;1,175;1
farashi;KNN1;incoming;normal;no expression;100;;45;46;37;60,66786195;0,615266955;34;46;46;46;1,260869565;1
farashi;KNN1;incoming;normal;no expression;500;0,51493671;121;130;103;62,33499525;0,526051758;74;130;130;130;1,430769231;1
farashi;KNN1;incoming;normal;no expression;1000;0,509138062;159;170;134;60,17666157;0,496199045;84;170;170;170;1,505882353;2
farashi;KNN1;incoming;normal;no expression;2000;0,466927154;180;192;152;55,18222726;0,486252637;52;192;192;192;1,729166667;2
farashi;KNN1;incoming;normal;no expression;depict;;79;79;75;66,13924051;0,768636385;65;79;79;79;1,17721519;1
farashi;KNN1;incoming;binary;diff expression;25;;25;26;18;62,82051282;0,84;24;26;26;26;1,076923077;1
farashi;KNN1;incoming;binary;diff expression;50;;39;40;31;56,94444444;0,697496947;34;40;40;40;1,15;1
farashi;KNN1;incoming;binary;diff expression;100;;45;46;37;54,31420887;0,588559404;31;46;46;46;1,326086957;1
farashi;KNN1;incoming;binary;diff expression;500;0,499119777;121;130;103;59,41239316;0,508134115;66;130;130;130;1,492307692;1
farashi;KNN1;incoming;binary;diff expression;1000;0,482768618;159;170;134;60,25114591;0,504053275;72;170;170;170;1,576470588;2
farashi;KNN1;incoming;binary;diff expression;2000;0,476087338;180;192;152;57,06770404;0,501771168;60;192;192;192;1,6875;2
farashi;KNN1;incoming;binary;diff expression;depict;;79;79;75;65,06131329;0,774945671;67;79;79;79;1,151898734;1
farashi;KNN1;incoming;binary;no expression;25;;25;26;18;66,45299145;0,84;23;26;26;26;1,115384615;1
farashi;KNN1;incoming;binary;no expression;50;;39;40;31;53,05555556;0,640873016;30;40;40;40;1,25;1
farashi;KNN1;incoming;binary;no expression;100;;45;46;37;58,89735545;0,665839346;30;46;46;46;1,347826087;1
farashi;KNN1;incoming;binary;no expression;500;0,491993522;121;130;103;56,58119658;0,502354402;46;130;130;130;1,646153846;2
farashi;KNN1;incoming;binary;no expression;1000;0,531605857;159;170;134;60,29220779;0,528911878;68;170;170;170;1,6;2
farashi;KNN1;incoming;binary;no expression;2000;0,492228364;180;192;152;61,35562655;0,530548669;84;192;192;192;1,5625;2
farashi;KNN1;incoming;binary;no expression;depict;;79;79;75;60,81882911;0,752407125;64;79;79;79;1,189873418;1
farashi;KNN1;outgoing;normal;diff expression;25;;29;30;22;68,42105263;0,866091954;30;30;30;30;1;1
farashi;KNN1;outgoing;normal;diff expression;50;;42;43;34;63,92288862;0,780753968;38;43;43;43;1,11627907;1
farashi;KNN1;outgoing;normal;diff expression;100;0,45398885;50;51;42;57,42424242;0,56447619;34;51;51;51;1,333333333;1
farashi;KNN1;outgoing;normal;diff expression;500;0,50937354;128;137;109;56,87279006;0,503170285;59;137;137;137;1,569343066;2
farashi;KNN1;outgoing;normal;diff expression;1000;0,480410737;164;176;139;58,66707894;0,499765808;73;176;176;176;1,585227273;2
farashi;KNN1;outgoing;normal;diff expression;2000;0,464853688;182;196;155;60,10398798;0,501337839;92;196;196;196;1,530612245;2
farashi;KNN1;outgoing;normal;diff expression;depict;;79;79;75;63,58325219;0,735570548;64;79;79;79;1,189873418;1
farashi;KNN1;outgoing;normal;no expression;25;;29;30;22;61,49122807;0,814367816;29;30;30;30;1,033333333;1
farashi;KNN1;outgoing;normal;no expression;50;;42;43;34;60,83231334;0,748015873;41;43;43;43;1,046511628;1
farashi;KNN1;outgoing;normal;no expression;100;0,286567666;50;51;42;51,89839572;0,492142857;33;51;51;51;1,352941176;1
farashi;KNN1;outgoing;normal;no expression;500;0,545131078;128;137;109;58,97003784;0,511658085;63;137;137;137;1,540145985;2
farashi;KNN1;outgoing;normal;no expression;1000;0,504293535;164;176;139;59,78413874;0,514157282;70;176;176;176;1,602272727;2
farashi;KNN1;outgoing;normal;no expression;2000;0,48281138;182;196;155;58,54151312;0,507579557;66;196;196;196;1,663265306;2
farashi;KNN1;outgoing;normal;no expression;depict;;79;79;75;69,57643622;0,792829323;68;79;79;79;1,139240506;1
farashi;KNN1;outgoing;binary;diff expression;25;;29;30;22;62,45614035;0,845402299;28;30;30;30;1,066666667;1
farashi;KNN1;outgoing;binary;diff expression;50;;42;43;34;58,10893513;0,700396825;33;43;43;43;1,23255814;1
farashi;KNN1;outgoing;binary;diff expression;100;0,425911508;50;51;42;54,31372549;0,526492063;35;51;51;51;1,31372549;1
farashi;KNN1;outgoing;binary;diff expression;500;0,514572634;128;137;109;57,64898369;0,494534078;62;137;137;137;1,547445255;2
farashi;KNN1;outgoing;binary;diff expression;1000;0,529124211;164;176;139;58,29313125;0,504887541;62;176;176;176;1,647727273;2
farashi;KNN1;outgoing;binary;diff expression;2000;0,479083907;182;196;155;55,89675549;0,494984432;62;196;196;196;1,683673469;2
farashi;KNN1;outgoing;binary;diff expression;depict;;79;79;75;60,12171373;0,715788009;64;79;79;79;1,189873418;1
farashi;KNN1;outgoing;binary;no expression;25;;29;30;22;53,15789474;0,742528736;24;30;30;30;1,2;1
farashi;KNN1;outgoing;binary;no expression;50;;42;43;34;51,52998776;0,650793651;33;43;43;43;1,23255814;1
farashi;KNN1;outgoing;binary;no expression;100;0,329805043;50;51;42;56,87165775;0,585507937;39;51;51;51;1,235294118;1
farashi;KNN1;outgoing;binary;no expression;500;0,525424859;128;137;109;62,23584086;0,529714691;67;137;137;137;1,510948905;2
farashi;KNN1;outgoing;binary;no expression;1000;0,539308497;164;176;139;61,778925;0,543599621;73;176;176;176;1,585227273;2
farashi;KNN1;outgoing;binary;no expression;2000;0,490217727;182;196;155;57,9241348;0,512187593;68;196;196;196;1,653061224;2
farashi;KNN1;outgoing;binary;no expression;depict;;79;79;75;63,06231743;0,738507906;65;79;79;79;1,17721519;1
farashi;KNN3;combo;normal;diff expression;25;;30;31;23;53,66568915;0,752777778;26;31;31;31;1,161290323;1
farashi;KNN3;combo;normal;diff expression;50;;45;46;37;65,99923722;0,756481481;37;46;46;46;1,195652174;1
farashi;KNN3;combo;normal;diff expression;100;0,47253275;54;55;46;57,39130435;0,577854938;34;54;55;55;1,509090909;1
farashi;KNN3;combo;normal;diff expression;500;0,52560352;135;144;116;61,66670793;0,515097627;47;143;144;144;1,986111111;2
farashi;KNN3;combo;normal;diff expression;1000;0,496251371;173;185;148;63,4107376;0,502591174;51;177;185;185;1,956756757;2
farashi;KNN3;combo;normal;diff expression;2000;0,467804218;194;208;167;59,01459775;0,486893314;37;208;208;208;1,947115385;2
farashi;KNN3;combo;normal;diff expression;depict;;87;87;83;74,10580424;0,72697649;61;86;87;87;1,413793103;1
farashi;KNN3;combo;normal;no expression;25;;30;31;23;71,77419355;0,852777778;29;31;31;31;1,064516129;1
farashi;KNN3;combo;normal;no expression;50;;45;46;37;66,24713959;0,695833333;35;46;46;46;1,239130435;1
farashi;KNN3;combo;normal;no expression;100;0,54221911;54;55;46;64,87483531;0,631018519;35;55;55;55;1,381818182;1
farashi;KNN3;combo;normal;no expression;500;0,535874619;135;144;116;59,44659008;0,507061297;47;144;144;144;1,965277778;2
farashi;KNN3;combo;normal;no expression;1000;0,542339573;173;185;148;61,96966453;0,52471681;49;185;185;185;1,924324324;2
farashi;KNN3;combo;normal;no expression;2000;0,497961723;194;208;167;58,38109902;0,497963186;27;208;208;208;2,052884615;2
farashi;KNN3;combo;normal;no expression;depict;;87;87;83;70,48618548;0,704645912;60;87;87;87;1,367816092;1
farashi;KNN3;combo;binary;diff expression;25;;30;31;23;60,99706745;0,763888889;25;31;31;31;1,225806452;1
farashi;KNN3;combo;binary;diff expression;50;;45;46;37;53,29900839;0,5625;27;46;46;46;1,47826087;1
farashi;KNN3;combo;binary;diff expression;100;0,37677475;54;55;46;51,14624506;0,483333333;25;55;55;55;1,672727273;2
farashi;KNN3;combo;binary;diff expression;500;0,475480533;135;144;116;57,71439889;0,488459705;38;144;144;144;1,909722222;2
farashi;KNN3;combo;binary;diff expression;1000;0,49394141;173;185;148;55,48421409;0,503471957;63;185;185;185;1,767567568;2
farashi;KNN3;combo;binary;diff expression;2000;0,460073529;194;208;167;53,31898457;0,497093158;43;208;208;208;1,879807692;2
farashi;KNN3;combo;binary;diff expression;depict;;87;87;83;74,61983294;0,760714074;63;87;87;87;1,275862069;1
farashi;KNN3;combo;binary;no expression;25;;30;31;23;68,03519062;0,791666667;25;31;31;31;1,225806452;1
farashi;KNN3;combo;binary;no expression;50;;45;46;37;60,46910755;0,674074074;37;46;46;46;1,217391304;1
farashi;KNN3;combo;binary;no expression;100;0,535678918;54;55;46;59,11725955;0,586265432;31;55;55;55;1,490909091;1
farashi;KNN3;combo;binary;no expression;500;0,538315044;135;144;116;61,32546874;0,511770135;40;143;144;144;1,916666667;2
farashi;KNN3;combo;binary;no expression;1000;0,507629181;173;185;148;61,16603698;0,507799892;42;185;185;185;2,027027027;2
farashi;KNN3;combo;binary;no expression;2000;0,472915412;194;208;167;53,10118068;0,514983791;37;208;208;208;1,966346154;2
farashi;KNN3;combo;binary;no expression;depict;;87;87;83;72,71721282;0,746547004;67;87;87;87;1,264367816;1
farashi;KNN3;incoming;normal;diff expression;25;;25;26;18;53,41880342;0,793333333;22;26;26;26;1,153846154;1
farashi;KNN3;incoming;normal;diff expression;50;;39;40;31;59;0,705433455;31;40;40;40;1,25;1
farashi;KNN3;incoming;normal;diff expression;100;;45;46;37;69,09457642;0,679312169;38;46;46;46;1,217391304;1
farashi;KNN3;incoming;normal;diff expression;500;0,548803981;121;130;103;62,5976377;0,553300043;42;130;130;130;1,823076923;2
farashi;KNN3;incoming;normal;diff expression;1000;0,530234021;159;170;134;58,98825439;0,486653781;40;170;170;170;1,970588235;2
farashi;KNN3;incoming;normal;diff expression;2000;0,472385295;180;192;152;55,9775608;0,489760652;37;192;192;192;1,973958333;2
farashi;KNN3;incoming;normal;diff expression;depict;;79;79;75;74,80221519;0,756715761;59;78;79;79;1,341772152;1
farashi;KNN3;incoming;normal;no expression;25;;25;26;18;69,55128205;0,84;23;26;26;26;1,115384615;1
farashi;KNN3;incoming;normal;no expression;50;;39;40;31;68,88888889;0,774420024;31;40;40;40;1,225;1
farashi;KNN3;incoming;normal;no expression;100;;45;46;37;64,63469296;0,653821549;31;46;46;46;1,369565217;1
farashi;KNN3;incoming;normal;no expression;500;0,520881085;121;130;103;60,81790123;0,527130186;43;130;130;130;1,853846154;2
farashi;KNN3;incoming;normal;no expression;1000;0,515495574;159;170;134;60,01527884;0,495899736;50;170;170;170;1,952941176;2
farashi;KNN3;incoming;normal;no expression;2000;0,478485279;180;192;152;53,90139805;0,492976869;41;189;192;192;1,890625;2
farashi;KNN3;incoming;normal;no expression;depict;;79;79;75;76,50810918;0,778034882;60;79;79;79;1,316455696;1
farashi;KNN3;incoming;binary;diff expression;25;;25;26;18;61,32478632;0,726666667;18;26;26;26;1,346153846;1
farashi;KNN3;incoming;binary;diff expression;50;;39;40;31;64,44444444;0,682692308;27;40;40;40;1,325;1
farashi;KNN3;incoming;binary;diff expression;100;;45;46;37;59,7826087;0,55026455;30;46;46;46;1,413043478;1
farashi;KNN3;incoming;binary;diff expression;500;0,497440814;121;130;103;61,92456078;0,511412892;46;129;130;130;1,830769231;2
farashi;KNN3;incoming;binary;diff expression;1000;0,515411397;159;170;134;59,99293354;0,500245448;50;170;170;170;1,935294118;2
farashi;KNN3;incoming;binary;diff expression;2000;0,467008774;180;192;152;56,51651381;0,50286549;41;192;192;192;1,911458333;2
farashi;KNN3;incoming;binary;diff expression;depict;;79;79;75;74,22863924;0,792814711;66;78;79;79;1,253164557;1
farashi;KNN3;incoming;binary;no expression;25;;25;26;18;55,98290598;0,726666667;19;26;26;26;1,307692308;1
farashi;KNN3;incoming;binary;no expression;50;;39;40;31;61,77777778;0,658119658;28;40;40;40;1,3;1
farashi;KNN3;incoming;binary;no expression;100;;45;46;37;58,29224563;0,599098124;26;46;46;46;1,5;1
farashi;KNN3;incoming;binary;no expression;500;0,471859521;121;130;103;55,07834758;0,473846581;38;129;130;130;1,815384615;2
farashi;KNN3;incoming;binary;no expression;1000;0,478424949;159;170;134;58,0987395;0,49895816;49;170;170;170;1,817647059;2
farashi;KNN3;incoming;binary;no expression;2000;0,487209171;180;192;152;58,7820744;0,516643031;47;192;192;192;1,854166667;2
farashi;KNN3;incoming;binary;no expression;depict;;79;79;75;71,17286392;0,767075918;64;78;79;79;1,278481013;1
farashi;KNN3;outgoing;normal;diff expression;25;;29;30;22;69,21052632;0,846551724;27;30;30;30;1,1;1
